product_id,page_id,helpful,not_helpful,wc,novote,frachelp,verified,review_bottomline,review_rating,price,name,category,review_comments,1. Distributive,2. Procedural,3.Interactional ,4. betrayal,5.material harm,6. emotional harm,7.involvement,8.think/feel,Blames the firm for the failure or dissatisfaction,Claims that the firm is in control of the problem alleviation,Makes negative inferences about the firm’s motives,Negative personality traits,Consensus in complaints,Consistent in complaints,13. Customer value,14. Accomodative response,15. Revenge behaviors,16. Exit behaviour,17. Call to action,18. Common identity,Functionality disappointment,Aesthetic disappointment,Pensive,Impressed,Frustrated ,Disappointed,Angry,Sleepy,Tired,Happy,Good,Discontent,Determined,Afraid ,Anxious,Calm,Relaxed,Content,Depressed,1 Bored,2 Annoyed,3 Enraged,4 Excited,5 Melancholic,6 Satisfied,7 Distressed,8 Uncomfortable,9 Worried,10 Amused,11 Apathetic,12Peacefull,13 Contemplative,14 Embarassed,15 Sad,16 Hopeful,17 Pleased,Tone,Number of exclamation marks,Use of emoticons,Use of abbreviations,Use of caps lock
16500052,76163,0,0,64,1,0,1,Yes,5,119.95,The Full Body Composition Measuring Scale.,Home:Personal Care:Health Management:,I love all the features that this scale has and the body age read out is always a fun way to think about your health.  The saved settings are easy to set up and the scale is easy to use.  The scale gives so many different read outs that it gives you a way better picture of your overall health than just a weight.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
16500937,79257,0,0,15,1,0,1,Yes,5,39.95,The Spring Loaded Running Shoes (Women's).,Home:Apparel:Shoes:,"I'm old and also overweight, but I can stand around in these shoes all day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16506947,81934,0,0,3,1,0,1,Yes,5,229.95,The Television Teleporter.,Home:Electronics:TV &amp; Video:,Enjoy it everyday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16512976,79027,0,0,9,1,0,1,Yes,4,99.95,"The ""Walking Liberty"" Silver Coin Watch.",Home:Apparel:Watches:,Delivery is very quick and giftwrap is very ordinary,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16513468,81931,0,0,32,1,0,1,Yes,5,9.95,The Circulation Enhancing Diabetic Ankle Socks.,Home:Apparel:Accessories:,I've had these a relatively short time but I really like them.  They are expensive but so far so good.  I'm glad they are available because my neuropothy can use every advantage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16515373,79119,0,0,29,1,0,1,Yes,5,149.95,The Three Zone Heated Mattress Pad.,Home:Home Living:Bed &amp; Bath:,"Vermont winters are cold. With no heat in the bedroom, this product is like going to heaven. Climbing into a warm bed is the best thing since ice cream!!!",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0
16515454,79923,0,0,9,1,0,1,Yes,4,139.95,The Genuine Teak Shower Seat.,Home:Home Living:Bed &amp; Bath:,It isn't stable unless the shelf underneath is extended.,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16516283,78511,0,0,51,1,0,1,Yes,4,799.95,"The Hoseless Evaporative Cooling Fan (30"").",Home:Home Living:Heating &amp; Cooling:,"I'm glad to have it. I couldn't be outside without it. I have a large patio with drapes which help keep the mist in the area I need it. Place it near a water source because it needs daily or more refills. With the fan on, it is louder than expected.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16517385,78628,0,0,13,1,0,1,Yes,5,3.95,Additional Large Stamp Inkpad.,Home:Home Living:Safety &amp; Security:,Love this because I don't have to shred all the mail we get.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16517734,81509,0,0,33,1,0,1,Yes,4,99.95,The Best Bluetooth Visor Speakerphone.,Home:Electronics:Telephone &amp; Accessories:,It Works well but I drive a large truck ( V8 ) and the voice commands don't work guessing that the cab truck is so loud the Microphone needs  to be tweaked just a bit,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16518008,81422,0,0,38,1,0,1,Yes,5,39.95,The Noise Reducing Valance (Set of 2).,Home:Home Living:Home Decorating:,Attractive valances that match the Noise Reducing Drapes.  THey have a beaded fringe that I really like but does not show up in the photo.  It is subtle but if you do not like beading be fore-warned.,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16518561,79498,0,0,15,1,0,1,Yes,4,14.95,National Geographic's Extraordinary History Of,Home:Sports &amp; Leisure:Books &amp; Movies:,"This is a fun and unexpected surprise as a gift for teenagers, or curious adults.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16535593,79148,1,1,25,0,0.5,1,Yes,4,17.95,The Weed Whacking Golf Driver.,Home:Sports &amp; Leisure:Golf:,"Just as described, great on the course, with good friends, when my hook puts me where I don't want to be.  Which happens too often.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
16535716,78683,0,1,11,0,0,1,Yes,4,119.95,The Suntracking Beach Chair.,Home:Outdoor Living:Outdoor Furniture:,15#'s is a lot of weight lugging it to the beach.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16535718,81335,0,0,79,1,0,1,Yes,5,79.95,The Heated Pet Car Seat.,Home:Home Living:Pets:,"My 22 lb Scottie absolutely LOVES this seat!!  I bought the size large & she can stretch out in it too when tired of sitting...it has 2 clips to attach to dogs collar/harness for safety!  The cover is zip off for easy cleaning, has a heater for winter months & car seat belt goes thru bottom of the pet seat to anchor pet seat....great design... Excellent pet seat!  I'm very happy with purchase & so is my dog! :)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1
16535993,76486,3,0,38,0,1,1,Yes,4,199.95,The 40 Inch Foldable Photo Studio.,Home:Electronics:Cameras &amp; Camcorders:,First time using a product like this to photograph products for our business website.  Great product.  Read comments of others to help w setup...just a few pictures and comments as instructions are all that's needed for improvement.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
16536358,79453,4,0,45,0,1,1,No,2,9.95,The Arthritis Pain Relieving Wrist Wrap.,Home:Personal Care:Pain Relief:,"I did not realize that the product was only a wrap, without any rigid component to prevent the wrist from bending.  So, it offers no support, which was what I needed. I'm looking for a way to attach some kind of metal or plastic support.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16536875,81080,0,0,61,1,0,1,Yes,4,129.95,The Caller Announcing Large View Telephones.,Home:Electronics:Telephone &amp; Accessories:,This phone is great for the senior. It's easy to see the caller I.D. and the ring is loud enough to hear when I'm out in the garden.  I have the base set installed on my kitchen wall and I can see at a glance who's calling.  I have the portable handset by my easy chair within reach and sight.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16537252,79493,0,0,3,1,0,1,Yes,5,79.95,The Infinitely Adjustable Umbrella Sports Chair,Home:Outdoor Living:Outdoor Furniture:,Great for tailgating,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16537371,79445,0,0,13,1,0,1,Yes,5,49.95,The Gentleman's Superior Leather Toiletry Bag.,Home:Travel:Carry Ons:,This bag really holds every thing I need to carry without any problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16544160,82452,0,0,19,1,0,1,Yes,5,79.95,The Portable Bamboo Chair.,Home:Outdoor Living:Outdoor Furniture:,These chairs are lightweight & compact.  We use them on our balcony & pop them in the car for the beach.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16550634,81787,0,0,42,1,0,1,Yes,5,39.95,The Wind Defying Packable Umbrella (54 Inch).,Home:Apparel:Accessories:,"Had a minor problem with the fabric on my wind defying umbrella. Contacted Hammacher Schlemmer, and was informed that the company will replace it without any questions. They promptly had a new one to me within a week. Thank you very much.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16553606,79430,0,0,56,1,0,1,Yes,5,149.95,The Lightweight Impervious Luggage.,Home:Travel:Luggage:,"This smaller sized suitcase is great for shorter trips. Its paired w/a larger suitcase of the same design I purchased previously. The sales people were so helpful in locating this design to go w/my earlier purchase. The newer, current design is different I so appreciate the effort put in to find the same design.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16557579,82362,0,0,71,1,0,1,Yes,5,29.95,The Fanbrella.,Home:Apparel:Accessories:,"This item is so useful it's scary. It's a parasol (for sun), an umbrella (for rain), and a fan (for humidity) all in one, and every function works!  I live in Philadelphia--a city famous for its humidity--and I can tell you that it offers a very cool (in every sense of the word) environment, with or without the fan.  This is an item that deserves to be very popular.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0
16566758,78660,0,0,4,1,0,1,Yes,5,59.95,The Traveler's Germ Eliminating UV Wand.,Home:Personal Care:Germ Elimination:,Easy to be used,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16571713,81772,0,0,86,1,0,1,Yes,5,149.95,The Home Coffee Bean Roaster.,Home:Home Living:Kitchen &amp; Entertaining:,"This product is perfect for a beginning roaster. It's a bit too loud, so you can't really hear the 1st or the 2nd crack, but unlike other roasters, the time between the 2 cracks is really long, so it's really difficult to make a bad roast with this. I think you'd need to pay at least double the price of this unit to get any improvement on roasting. Also, thanks to the cat. converter, there's absolutely no smoke from this unit. I'm satisfied with the purchase.",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16573982,75392,0,0,32,1,0,1,Yes,5,59.95,"The 1,500 Thread Count Pillowcases (Standard).",Home:Home Living:Bed &amp; Bath:,Even though the sheets were a must have the only con I can think of is that the shipping all said a done was a third of the price of the sheets.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16582388,81365,0,0,68,1,0,1,Yes,5,49.95,The WWII Mechanic's Sweater.,Home:Apparel:Shirts &amp; Sweaters:,"This is a very thick and heavy cotton sweater. The collar is warm and snug and the entire thing feels casual and a bit bulky, but that's a good thing for a sweater like this! It's definitely made in a way that makes me think this sweater could have been from war times however it is a brand new garment that I foresee being a great winter addition.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
16587907,79599,0,0,89,1,0,1,Yes,5,79.95,The Pressure Boosting and Clog Preventing Showe,Home:Home Living:Bed &amp; Bath:,"We bought our first shower head to resolve a pressure issue in converting a bathtub/shower set up. For whatever reason, the old shower head would not sustain the column of water flow from the tub to the shower mode. After installing the new head, problem resolved! We were so impressed we changed out all the shower heads in the house ordering 3 more! Amazingly, it also resolved a noisy water pressure sound in another bathroom as though we put the shower on MUTE!We are VERY, VERY PLEASED!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1
16631568,79270,0,0,6,1,0,1,Yes,5,39.95,Additional Battery for The Best Heated Vest.,Home:Apparel:Coats &amp; Jackets:,Nice and has has several temperatures.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16631598,81253,0,0,99,1,0,1,Yes,4,49.95,The Balance Training Bicycle.,Home:Toys &amp; Games:Ride On Toys:,"My 4 and 3 year old children have used these bikes a handful of times since they arrived, and they are big fans. I like that they are very light and low to the ground. My oldest child is very cautious, and this bike lets the child progress at their own pace. Also, my 2nd child is tiny, so the child doesn't get worn out moving this bike from point A to point B.  While the bike itself functions great, I have to note that the paint finish scratched and actually came off in a few areas during assemb",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
16631689,79307,11,0,51,0,1,1,Yes,4,129.95,The Learn To Play Keyboard.,Home:Toys &amp; Games:Art &amp; Music:,"I have always wanted to learn the piano, but as a busy adult who runs her own business, can never find the time. Now I can teach 'myself' - it listens as I play and rates my perfomance! Highly recommended, I can feel my brain ache after my lessons for the day!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
16631861,81351,1,0,7,0,1,1,Yes,5,29.95,The Classic Irish Flannel Nightshirt.,Home:Apparel:Robes &amp; Sleepwear:,So far all your products are wonderful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16633073,81921,0,0,59,1,0,1,Yes,4,399.95,The Aesthetician's Skin Rejuvenator.,Home:Personal Care:Women's Care:,"While initially skeptical, I am quite impressed by the results. It takes time but this does improve skin tone and does make your skin look younger. While there is a noticable improvement but it is gradual. This will never replace professional treatments but approaches some of the results. Be cautious in using this around the eyes -- even when closed.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16633151,81605,0,0,73,1,0,1,Yes,5,219.95,The Best Heated Blanket.,Home:Home Living:Bed &amp; Bath:,"We replaced our old electric blanket (which was the same product)after more than 7 years of daily use.  We literally use the blanket's heat every night, as we prefer to sleep in a cool bedroom, and we also live in a cool maritime climate. The new blanket is even more soft and cuddly than the old one.  And it works flawlessly, turning itself off after 10 hours.  What could be better?  Recommended!",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
16644834,82358,2,1,21,0,0.6666665077,1,Yes,5,39.95,The 6X Torque Corkscrew.,Home:Home Living:Kitchen &amp; Entertaining:,I was so amazed at the easy way this operated and cannot believe the value and the quality of this product.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
16645057,81999,2,0,27,0,1,1,Yes,5,149.95,The iPhone To Speakerphone Converter.,Home:Electronics:iPod &amp; iPhone Accessories:,"This is a great speaker phone, and handset.  Bluetooh easily pairs.  This product does exactly what it promises.  Perfect for the home office.  100% worth the price.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
16645123,81518,0,0,5,1,0,1,Yes,5,9.95,The Scrabble Electronic Scramble.,Home:Sports &amp; Leisure:Games:,Lots of fun to play.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
16645965,81306,0,0,55,1,0,1,Yes,5,49.95,The Manhattan Grocery Caddy.,Home:Home Living:Kitchen &amp; Entertaining:,"This caddy is so helpful. It is easy to assemble and to manage. I shop a lot in the neighborhood and this caddy has made it so much more pleasant. Easy to pull, stable and pops open in a second. I like that it folds up and can be carried inconspicuouly until you need it!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
16649057,81891,3,0,97,0,1,1,No,4,59.95,The Rechargeable Cordless Heated Insoles.,Home:Apparel:Shoes:,"The heat is great...unfortunatly if you think you are going to walk using this item you will be very dissappointed. The heat element is right down the middle of the foot and leaves the sides out there to hang...which makes it very uncomfortable, especially if your going to walk. I think that if your going to carry it into where it will be useful and insert it when needed it will do the job.. or if you are sitting imobile it will be very useful. Otherwise, if you think your going to walk any dist",0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16650406,81922,0,0,13,1,0,1,Yes,5,19.95,The Adjustable Balcony Rail Planter.,Home:Outdoor Living:Lawn &amp; Garden:,Just what I was searching for. I use them on our patio railing.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
